movedur,added_mass,target,effmass,effmass_mean,sum_t2
3,7,7,8.8284,8.7937,0.10876
3,7,8,10.536,10.56,0.049564
0.2,8,1,9.7974,9.9169,22.519
0.2,8,2,11.63,11.871,10.636
0.2,8,3,9.7974,9.7983,18.809
0.2,8,4,11.63,11.575,7.741
0.2,8,5,10.097,9.9373,19.04
0.2,8,6,12.242,11.913,8.0064
0.2,8,7,9.8306,9.8006,22.536
0.2,8,8,11.544,11.569,10.632
0.3,8,1,9.7974,9.9195,38.869
0.3,8,2,11.63,11.876,17.768
0.3,8,3,9.7974,9.7982,36.811
0.3,8,4,11.63,11.573,16.009
0.3,8,5,10.097,9.9335,37.043
0.3,8,6,12.242,11.905,16.329
0.3,8,7,9.8306,9.7998,38.878
0.3,8,8,11.544,11.569,17.571
0.4,8,1,9.7974,9.9208,38.676
0.4,8,2,11.63,11.879,17.262
0.4,8,3,9.7974,9.7982,39.013
0.4,8,4,11.63,11.573,17.311
0.4,8,5,10.097,9.9315,39.121
0.4,8,6,12.242,11.901,17.541
0.4,8,7,9.8306,9.7994,38.67
0.4,8,8,11.544,11.57,16.992
0.5,8,1,9.7974,9.9216,26.427
0.5,8,2,11.63,11.881,11.74
0.5,8,3,9.7974,9.7981,26.755
0.5,8,4,11.63,11.572,11.835
0.5,8,5,10.097,9.9303,26.795
0.5,8,6,12.242,11.899,11.971
0.5,8,7,9.8306,9.7991,26.463
0.5,8,8,11.544,11.57,11.573
0.6,8,1,9.7974,9.9222,16.631
0.6,8,2,11.63,11.882,7.3957
0.6,8,3,9.7974,9.7981,16.732
0.6,8,4,11.63,11.572,7.3689
0.6,8,5,10.097,9.9295,16.736
0.6,8,6,12.242,11.897,7.4483
0.6,8,7,9.8306,9.7989,16.676
0.6,8,8,11.544,11.57,7.3061
0.7,8,1,9.7974,9.9226,10.688
0.7,8,2,11.63,11.883,4.7565
0.7,8,3,9.7974,9.7981,10.723
0.7,8,4,11.63,11.572,4.7128
0.7,8,5,10.097,9.9289,10.714
0.7,8,6,12.242,11.896,4.7617
0.7,8,7,9.8306,9.7988,10.724
0.7,8,8,11.544,11.57,4.7043
0.8,8,1,9.7974,9.9229,7.2114
0.8,8,2,11.63,11.883,3.2094
0.8,8,3,9.7974,9.7981,7.2314
0.8,8,4,11.63,11.572,3.1767
0.8,8,5,10.097,9.9284,7.2212
0.8,8,6,12.242,11.895,3.2095
0.8,8,7,9.8306,9.7987,7.2359
0.8,8,8,11.544,11.57,3.1752
0.9,8,1,9.7974,9.9232,5.0887
0.9,8,2,11.63,11.884,2.2645
0.9,8,3,9.7974,9.7981,5.1023
0.9,8,4,11.63,11.571,2.2411
0.9,8,5,10.097,9.928,5.0936
0.9,8,6,12.242,11.894,2.2643
0.9,8,7,9.8306,9.7986,5.105
0.9,8,8,11.544,11.57,2.2405
1,8,1,9.7974,9.9233,3.7197
1,8,2,11.63,11.884,1.6553
1,8,3,9.7974,9.7981,3.7292
1,8,4,11.63,11.571,1.6378
1,8,5,10.097,9.9278,3.7222
1,8,6,12.242,11.893,1.6549
1,8,7,9.8306,9.7986,3.731
1,8,8,11.544,11.57,1.6377
1.1,8,1,9.7974,9.9235,2.7985
1.1,8,2,11.63,11.885,1.2453
1.1,8,3,9.7974,9.7981,2.8054
1.1,8,4,11.63,11.571,1.232
1.1,8,5,10.097,9.9275,2.7998
1.1,8,6,12.242,11.893,1.245
1.1,8,7,9.8306,9.7985,2.8066
1.1,8,8,11.544,11.57,1.2321
1.2,8,1,9.7974,9.9236,2.1572
1.2,8,2,11.63,11.885,0.95988
1.2,8,3,9.7974,9.7981,2.1625
1.2,8,4,11.63,11.571,0.94969
1.2,8,5,10.097,9.9273,2.158
1.2,8,6,12.242,11.892,0.95967
1.2,8,7,9.8306,9.7985,2.1633
1.2,8,8,11.544,11.57,0.94974
1.3,8,1,9.7974,9.9237,1.6976
1.3,8,2,11.63,11.885,0.75532
1.3,8,3,9.7974,9.7981,1.7017
1.3,8,4,11.63,11.571,0.74731
1.3,8,5,10.097,9.9272,1.6981
1.3,8,6,12.242,11.892,0.75518
1.3,8,7,9.8306,9.7984,1.7022
1.3,8,8,11.544,11.57,0.74736
1.4,8,1,9.7974,9.9238,1.3596
1.4,8,2,11.63,11.885,0.60493
1.4,8,3,9.7974,9.7981,1.3629
1.4,8,4,11.63,11.571,0.59852
1.4,8,5,10.097,9.927,1.36
1.4,8,6,12.242,11.892,0.60483
1.4,8,7,9.8306,9.7984,1.3633
1.4,8,8,11.544,11.57,0.59855
1.5,8,1,9.7974,9.9239,1.1057
1.5,8,2,11.63,11.885,0.49192
1.5,8,3,9.7974,9.7981,1.1083
1.5,8,4,11.63,11.571,0.48671
1.5,8,5,10.097,9.9269,1.1059
1.5,8,6,12.242,11.892,0.49185
1.5,8,7,9.8306,9.7984,1.1086
1.5,8,8,11.544,11.57,0.48674
1.6,8,1,9.7974,9.924,0.91116
1.6,8,2,11.63,11.886,0.40537
1.6,8,3,9.7974,9.798,0.91337
1.6,8,4,11.63,11.571,0.40109
1.6,8,5,10.097,9.9268,0.91131
1.6,8,6,12.242,11.891,0.40533
1.6,8,7,9.8306,9.7984,0.91352
1.6,8,8,11.544,11.57,0.40111
1.7,8,1,9.7974,9.9241,0.75971
1.7,8,2,11.63,11.886,0.33799
1.7,8,3,9.7974,9.798,0.76155
1.7,8,4,11.63,11.571,0.33442
1.7,8,5,10.097,9.9267,0.75982
1.7,8,6,12.242,11.891,0.33795
1.7,8,7,9.8306,9.7983,0.76166
1.7,8,8,11.544,11.57,0.33443
1.8,8,1,9.7974,9.9241,0.64004
1.8,8,2,11.63,11.886,0.28474
1.8,8,3,9.7974,9.798,0.64159
1.8,8,4,11.63,11.571,0.28174
1.8,8,5,10.097,9.9266,0.64011
1.8,8,6,12.242,11.891,0.28472
1.8,8,7,9.8306,9.7983,0.64167
1.8,8,8,11.544,11.57,0.28175
1.9,8,1,9.7974,9.9242,0.54423
1.9,8,2,11.63,11.886,0.24211
1.9,8,3,9.7974,9.798,0.54555
1.9,8,4,11.63,11.571,0.23956
1.9,8,5,10.097,9.9265,0.54428
1.9,8,6,12.242,11.891,0.2421
1.9,8,7,9.8306,9.7983,0.5456
1.9,8,8,11.544,11.57,0.23957
2,8,1,9.7974,9.9242,0.46662
2,8,2,11.63,11.886,0.20759
2,8,3,9.7974,9.798,0.46775
2,8,4,11.63,11.571,0.2054
2,8,5,10.097,9.9264,0.46666
2,8,6,12.242,11.891,0.20757
2,8,7,9.8306,9.7983,0.4678
2,8,8,11.544,11.57,0.2054
2.1,8,1,9.7974,9.9243,0.40309
2.1,8,2,11.63,11.886,0.17932
2.1,8,3,9.7974,9.798,0.40407
2.1,8,4,11.63,11.571,0.17743
2.1,8,5,10.097,9.9264,0.40313
2.1,8,6,12.242,11.89,0.17931
2.1,8,7,9.8306,9.7983,0.4041
2.1,8,8,11.544,11.57,0.17744
2.2,8,1,9.7974,9.9243,0.35059
2.2,8,2,11.63,11.886,0.15597
2.2,8,3,9.7974,9.798,0.35144
2.2,8,4,11.63,11.571,0.15432
2.2,8,5,10.097,9.9263,0.35062
2.2,8,6,12.242,11.89,0.15596
2.2,8,7,9.8306,9.7983,0.35147
2.2,8,8,11.544,11.57,0.15433
2.3,8,1,9.7974,9.9243,0.30683
2.3,8,2,11.63,11.886,0.1365
2.3,8,3,9.7974,9.798,0.30757
2.3,8,4,11.63,11.571,0.13506
2.3,8,5,10.097,9.9263,0.30684
2.3,8,6,12.242,11.89,0.13649
2.3,8,7,9.8306,9.7982,0.30759
2.3,8,8,11.544,11.57,0.13506
2.4,8,1,9.7974,9.9244,0.27005
2.4,8,2,11.63,11.886,0.12013
2.4,8,3,9.7974,9.798,0.27071
2.4,8,4,11.63,11.571,0.11887
2.4,8,5,10.097,9.9262,0.27007
2.4,8,6,12.242,11.89,0.12013
2.4,8,7,9.8306,9.7982,0.27072
2.4,8,8,11.544,11.57,0.11887
2.5,8,1,9.7974,9.9244,0.23893
2.5,8,2,11.63,11.886,0.10629
2.5,8,3,9.7974,9.798,0.2395
2.5,8,4,11.63,11.571,0.10517
2.5,8,5,10.097,9.9262,0.23894
2.5,8,6,12.242,11.89,0.10628
2.5,8,7,9.8306,9.7982,0.23952
2.5,8,8,11.544,11.57,0.10517
2.6,8,1,9.7974,9.9244,0.2124
2.6,8,2,11.63,11.886,0.094489
2.6,8,3,9.7974,9.798,0.21292
2.6,8,4,11.63,11.571,0.093495
2.6,8,5,10.097,9.9261,0.21241
2.6,8,6,12.242,11.89,0.094486
2.6,8,7,9.8306,9.7982,0.21293
2.6,8,8,11.544,11.57,0.093496
2.7,8,1,9.7974,9.9245,0.18967
2.7,8,2,11.63,11.887,0.084374
2.7,8,3,9.7974,9.798,0.19013
2.7,8,4,11.63,11.571,0.083487
2.7,8,5,10.097,9.9261,0.18967
2.7,8,6,12.242,11.89,0.084372
2.7,8,7,9.8306,9.7982,0.19013
2.7,8,8,11.544,11.57,0.083488
2.8,8,1,9.7974,9.9245,0.17006
2.8,8,2,11.63,11.887,0.075653
2.8,8,3,9.7974,9.798,0.17048
2.8,8,4,11.63,11.571,0.074858
2.8,8,5,10.097,9.9261,0.17007
2.8,8,6,12.242,11.89,0.075651
2.8,8,7,9.8306,9.7982,0.17048
2.8,8,8,11.544,11.57,0.074858
2.9,8,1,9.7974,9.9245,0.15307
2.9,8,2,11.63,11.887,0.068093
2.9,8,3,9.7974,9.798,0.15344
2.9,8,4,11.63,11.571,0.067378
2.9,8,5,10.097,9.926,0.15308
2.9,8,6,12.242,11.89,0.068092
2.9,8,7,9.8306,9.7982,0.15345
2.9,8,8,11.544,11.57,0.067378
3,8,1,9.7974,9.9245,0.13827
3,8,2,11.63,11.887,0.061508
3,8,3,9.7974,9.798,0.1386
3,8,4,11.63,11.571,0.060862
3,8,5,10.097,9.926,0.13827
3,8,6,12.242,11.89,0.061507
3,8,7,9.8306,9.7982,0.13861
3,8,8,11.544,11.57,0.060862
0.2,9,1,10.803,10.924,28.045
0.2,9,2,12.64,12.885,12.835
0.2,9,3,10.803,10.802,23.337
0.2,9,4,12.64,12.583,9.2744
0.2,9,5,11.105,10.944,23.693
0.2,9,6,13.261,12.927,9.5716
0.2,9,7,10.832,10.804,27.976
0.2,9,8,12.55,12.577,12.847
0.3,9,1,10.803,10.926,48.398
0.3,9,2,12.64,12.89,21.388
0.3,9,3,10.803,10.802,45.689
0.3,9,4,12.64,12.582,19.263
0.3,9,5,11.105,10.94,46.115
0.3,9,6,13.261,12.919,19.614
0.3,9,7,10.832,10.803,48.261
0.3,9,8,12.55,12.577,21.184
0.4,9,1,10.803,10.928,48.159
0.4,9,2,12.64,12.893,20.752
0.4,9,3,10.803,10.802,48.421
0.4,9,4,12.64,12.581,20.854
0.4,9,5,11.105,10.938,48.703
0.4,9,6,13.261,12.915,21.098
0.4,9,7,10.832,10.803,48.006
0.4,9,8,12.55,12.578,20.463
0.5,9,1,10.803,10.928,32.906
0.5,9,2,12.64,12.895,14.113
0.5,9,3,10.803,10.802,33.207
0.5,9,4,12.64,12.58,14.259
0.5,9,5,11.105,10.937,33.357
0.5,9,6,13.261,12.912,14.401
0.5,9,7,10.832,10.803,32.853
0.5,9,8,12.55,12.578,13.937
0.6,9,1,10.803,10.929,20.707
0.6,9,2,12.64,12.896,8.8929
0.6,9,3,10.803,10.802,20.768
0.6,9,4,12.64,12.58,8.878
0.6,9,5,11.105,10.936,20.835
0.6,9,6,13.261,12.911,8.9595
0.6,9,7,10.832,10.803,20.701
0.6,9,8,12.55,12.578,8.8008
0.7,9,1,10.803,10.929,13.308
0.7,9,2,12.64,12.896,5.7203
0.7,9,3,10.803,10.802,13.309
0.7,9,4,12.64,12.58,5.6779
0.7,9,5,11.105,10.936,13.338
0.7,9,6,13.261,12.909,5.7277
0.7,9,7,10.832,10.802,13.312
0.7,9,8,12.55,12.578,5.6673
0.8,9,1,10.803,10.93,8.9786
0.8,9,2,12.64,12.897,3.8598
0.8,9,3,10.803,10.802,8.9756
0.8,9,4,12.64,12.58,3.8272
0.8,9,5,11.105,10.935,8.9899
0.8,9,6,13.261,12.908,3.8604
0.8,9,7,10.832,10.802,8.982
0.8,9,8,12.55,12.578,3.8252
0.9,9,1,10.803,10.93,6.3356
0.9,9,2,12.64,12.898,2.7235
0.9,9,3,10.803,10.802,6.333
0.9,9,4,12.64,12.58,2.7
0.9,9,5,11.105,10.935,6.3412
0.9,9,6,13.261,12.908,2.7234
0.9,9,7,10.832,10.802,6.3369
0.9,9,8,12.55,12.578,2.6992
1,9,1,10.803,10.93,4.6311
1,9,2,12.64,12.898,1.9907
1,9,3,10.803,10.802,4.6287
1,9,4,12.64,12.579,1.9732
1,9,5,11.105,10.935,4.634
1,9,6,13.261,12.907,1.9904
1,9,7,10.832,10.802,4.6312
1,9,8,12.55,12.578,1.973
1.1,9,1,10.803,10.93,3.4841
1.1,9,2,12.64,12.898,1.4976
1.1,9,3,10.803,10.802,3.4821
1.1,9,4,12.64,12.579,1.4843
1.1,9,5,11.105,10.934,3.4857
1.1,9,6,13.261,12.907,1.4973
1.1,9,7,10.832,10.802,3.4838
1.1,9,8,12.55,12.578,1.4843
1.2,9,1,10.803,10.93,2.6858
1.2,9,2,12.64,12.899,1.1544
1.2,9,3,10.803,10.802,2.6842
1.2,9,4,12.64,12.579,1.1441
1.2,9,5,11.105,10.934,2.6867
1.2,9,6,13.261,12.906,1.1542
1.2,9,7,10.832,10.802,2.6852
1.2,9,8,12.55,12.578,1.1442
1.3,9,1,10.803,10.931,2.1135
1.3,9,2,12.64,12.899,0.9084
1.3,9,3,10.803,10.802,2.1122
1.3,9,4,12.64,12.579,0.90031
1.3,9,5,11.105,10.934,2.1141
1.3,9,6,13.261,12.906,0.90826
1.3,9,7,10.832,10.802,2.1129
1.3,9,8,12.55,12.578,0.90036
1.4,9,1,10.803,10.931,1.6927
1.4,9,2,12.64,12.899,0.72753
1.4,9,3,10.803,10.802,1.6917
1.4,9,4,12.64,12.579,0.72105
1.4,9,5,11.105,10.934,1.6931
1.4,9,6,13.261,12.906,0.72743
1.4,9,7,10.832,10.802,1.6922
1.4,9,8,12.55,12.578,0.72109
1.5,9,1,10.803,10.931,1.3765
1.5,9,2,12.64,12.899,0.59161
1.5,9,3,10.803,10.802,1.3757
1.5,9,4,12.64,12.579,0.58635
1.5,9,5,11.105,10.934,1.3768
1.5,9,6,13.261,12.905,0.59155
1.5,9,7,10.832,10.802,1.376
1.5,9,8,12.55,12.578,0.58638
1.6,9,1,10.803,10.931,1.1344
1.6,9,2,12.64,12.899,0.48753
1.6,9,3,10.803,10.802,1.1337
1.6,9,4,12.64,12.579,0.4832
1.6,9,5,11.105,10.934,1.1346
1.6,9,6,13.261,12.905,0.48748
1.6,9,7,10.832,10.802,1.1339
1.6,9,8,12.55,12.578,0.48322
1.7,9,1,10.803,10.931,0.94584
1.7,9,2,12.64,12.899,0.40649
1.7,9,3,10.803,10.802,0.94527
1.7,9,4,12.64,12.579,0.40288
1.7,9,5,11.105,10.933,0.94596
1.7,9,6,13.261,12.905,0.40645
1.7,9,7,10.832,10.802,0.94542
1.7,9,8,12.55,12.578,0.4029
1.8,9,1,10.803,10.931,0.79684
1.8,9,2,12.64,12.9,0.34245
1.8,9,3,10.803,10.802,0.79637
1.8,9,4,12.64,12.579,0.33941
1.8,9,5,11.105,10.933,0.79693
1.8,9,6,13.261,12.905,0.34243
1.8,9,7,10.832,10.802,0.79647
1.8,9,8,12.55,12.578,0.33943
1.9,9,1,10.803,10.931,0.67756
1.9,9,2,12.64,12.9,0.29118
1.9,9,3,10.803,10.802,0.67716
1.9,9,4,12.64,12.579,0.2886
1.9,9,5,11.105,10.933,0.67762
1.9,9,6,13.261,12.905,0.29117
1.9,9,7,10.832,10.802,0.67723
1.9,9,8,12.55,12.578,0.28861
2,9,1,10.803,10.931,0.58094
2,9,2,12.64,12.9,0.24966
2,9,3,10.803,10.802,0.5806
2,9,4,12.64,12.579,0.24745
2,9,5,11.105,10.933,0.58099
2,9,6,13.261,12.904,0.24965
2,9,7,10.832,10.802,0.58065
2,9,8,12.55,12.578,0.24745
2.1,9,1,10.803,10.931,0.50185
2.1,9,2,12.64,12.9,0.21567
2.1,9,3,10.803,10.802,0.50155
2.1,9,4,12.64,12.579,0.21376
2.1,9,5,11.105,10.933,0.50189
2.1,9,6,13.261,12.904,0.21566
2.1,9,7,10.832,10.802,0.50159
2.1,9,8,12.55,12.578,0.21376
2.2,9,1,10.803,10.931,0.43649
2.2,9,2,12.64,12.9,0.18758
2.2,9,3,10.803,10.802,0.43623
2.2,9,4,12.64,12.579,0.18592
2.2,9,5,11.105,10.933,0.43651
2.2,9,6,13.261,12.904,0.18757
2.2,9,7,10.832,10.802,0.43626
2.2,9,8,12.55,12.578,0.18592
2.3,9,1,10.803,10.931,0.382
2.3,9,2,12.64,12.9,0.16416
2.3,9,3,10.803,10.802,0.38177
2.3,9,4,12.64,12.579,0.16271
2.3,9,5,11.105,10.933,0.38202
2.3,9,6,13.261,12.904,0.16415
2.3,9,7,10.832,10.802,0.3818
2.3,9,8,12.55,12.578,0.16271
2.4,9,1,10.803,10.931,0.33621
2.4,9,2,12.64,12.9,0.14448
2.4,9,3,10.803,10.802,0.33601
2.4,9,4,12.64,12.579,0.14321
2.4,9,5,11.105,10.933,0.33623
2.4,9,6,13.261,12.904,0.14448
2.4,9,7,10.832,10.802,0.33603
2.4,9,8,12.55,12.578,0.14321
2.5,9,1,10.803,10.931,0.29746
2.5,9,2,12.64,12.9,0.12783
2.5,9,3,10.803,10.802,0.29728
2.5,9,4,12.64,12.579,0.1267
2.5,9,5,11.105,10.933,0.29747
2.5,9,6,13.261,12.904,0.12783
2.5,9,7,10.832,10.802,0.2973
2.5,9,8,12.55,12.578,0.1267
2.6,9,1,10.803,10.931,0.26444
2.6,9,2,12.64,12.9,0.11364
2.6,9,3,10.803,10.802,0.26429
2.6,9,4,12.64,12.579,0.11264
2.6,9,5,11.105,10.933,0.26445
2.6,9,6,13.261,12.904,0.11364
2.6,9,7,10.832,10.802,0.2643
2.6,9,8,12.55,12.578,0.11264
2.7,9,1,10.803,10.931,0.23613
2.7,9,2,12.64,12.9,0.10147
2.7,9,3,10.803,10.802,0.23599
2.7,9,4,12.64,12.579,0.10058
2.7,9,5,11.105,10.933,0.23614
2.7,9,6,13.261,12.904,0.10147
2.7,9,7,10.832,10.802,0.236
2.7,9,8,12.55,12.578,0.10058
2.8,9,1,10.803,10.931,0.21173
2.8,9,2,12.64,12.9,0.090986
2.8,9,3,10.803,10.802,0.2116
2.8,9,4,12.64,12.579,0.090183
2.8,9,5,11.105,10.933,0.21173
2.8,9,6,13.261,12.904,0.090984
2.8,9,7,10.832,10.802,0.21161
2.8,9,8,12.55,12.578,0.090183
2.9,9,1,10.803,10.931,0.19057
2.9,9,2,12.64,12.9,0.081894
2.9,9,3,10.803,10.802,0.19046
2.9,9,4,12.64,12.579,0.081171
2.9,9,5,11.105,10.933,0.19058
2.9,9,6,13.261,12.904,0.081893
2.9,9,7,10.832,10.802,0.19047
2.9,9,8,12.55,12.578,0.081172
3,9,1,10.803,10.931,0.17214
3,9,2,12.64,12.9,0.073975
3,9,3,10.803,10.802,0.17204
3,9,4,12.64,12.579,0.073322
3,9,5,11.105,10.933,0.17215
3,9,6,13.261,12.903,0.073974
3,9,7,10.832,10.802,0.17205
3,9,8,12.55,12.578,0.073322
0.2,10,1,11.807,11.929,34.174
0.2,10,2,13.648,13.896,15.24
0.2,10,3,11.807,11.805,28.352
0.2,10,4,13.648,13.59,10.945
0.2,10,5,12.112,11.95,28.851
0.2,10,6,14.276,13.939,11.275
0.2,10,7,11.834,11.807,34.002
0.2,10,8,13.555,13.583,15.27
0.3,10,1,11.807,11.932,58.965
0.3,10,2,13.648,13.901,25.344
0.3,10,3,11.807,11.805,55.52
0.3,10,4,13.648,13.588,22.819
0.3,10,5,12.112,11.946,56.174
0.3,10,6,14.276,13.931,23.2
0.3,10,7,11.834,11.806,58.653
0.3,10,8,13.555,13.584,25.136
0.4,10,1,11.807,11.933,58.675
0.4,10,2,13.648,13.904,24.563
0.4,10,3,11.807,11.805,58.841
0.4,10,4,13.648,13.588,24.728
0.4,10,5,12.112,11.944,59.328
0.4,10,6,14.276,13.926,24.984
0.4,10,7,11.834,11.806,58.347
0.4,10,8,13.555,13.584,24.257
0.5,10,1,11.807,11.934,40.091
0.5,10,2,13.648,13.906,16.705
0.5,10,3,11.807,11.805,40.353
0.5,10,4,13.648,13.587,16.908
0.5,10,5,12.112,11.943,40.634
0.5,10,6,14.276,13.924,17.055
0.5,10,7,11.834,11.806,39.93
0.5,10,8,13.555,13.584,16.521
0.6,10,1,11.807,11.934,25.228
0.6,10,2,13.648,13.907,10.528
0.6,10,3,11.807,11.805,25.237
0.6,10,4,13.648,13.587,10.528
0.6,10,5,12.112,11.942,25.38
0.6,10,6,14.276,13.922,10.61
0.6,10,7,11.834,11.806,25.159
0.6,10,8,13.555,13.584,10.435
0.7,10,1,11.807,11.935,16.212
0.7,10,2,13.648,13.908,6.7731
0.7,10,3,11.807,11.805,16.173
0.7,10,4,13.648,13.587,6.7329
0.7,10,5,12.112,11.941,16.248
0.7,10,6,14.276,13.921,6.783
0.7,10,7,11.834,11.805,16.179
0.7,10,8,13.555,13.585,6.7201
0.8,10,1,11.807,11.935,10.938
0.8,10,2,13.648,13.908,4.5703
0.8,10,3,11.807,11.805,10.907
0.8,10,4,13.648,13.586,4.5384
0.8,10,5,12.112,11.941,10.951
0.8,10,6,14.276,13.92,4.5715
0.8,10,7,11.834,11.805,10.916
0.8,10,8,13.555,13.585,4.5359
0.9,10,1,11.807,11.935,7.7182
0.9,10,2,13.648,13.909,3.2248
0.9,10,3,11.807,11.805,7.696
0.9,10,4,13.648,13.586,3.2016
0.9,10,5,12.112,11.94,7.7247
0.9,10,6,14.276,13.919,3.225
0.9,10,7,11.834,11.805,7.7012
0.9,10,8,13.555,13.585,3.2007
1,10,1,11.807,11.936,5.6417
1,10,2,13.648,13.909,2.3572
1,10,3,11.807,11.805,5.6249
1,10,4,13.648,13.586,2.3397
1,10,5,12.112,11.94,5.645
1,10,6,14.276,13.919,2.357
1,10,7,11.834,11.805,5.6283
1,10,8,13.555,13.585,2.3396
1.1,10,1,11.807,11.936,4.2444
1.1,10,2,13.648,13.91,1.7733
1.1,10,3,11.807,11.805,4.2316
1.1,10,4,13.648,13.586,1.76
1.1,10,5,12.112,11.94,4.2462
1.1,10,6,14.276,13.918,1.7731
1.1,10,7,11.834,11.805,4.2337
1.1,10,8,13.555,13.585,1.7601
1.2,10,1,11.807,11.936,3.2718
1.2,10,2,13.648,13.91,1.3669
1.2,10,3,11.807,11.805,3.2619
1.2,10,4,13.648,13.586,1.3567
1.2,10,5,12.112,11.94,3.2729
1.2,10,6,14.276,13.918,1.3667
1.2,10,7,11.834,11.805,3.2633
1.2,10,8,13.555,13.585,1.3567
1.3,10,1,11.807,11.936,2.5747
1.3,10,2,13.648,13.91,1.0756
1.3,10,3,11.807,11.805,2.5669
1.3,10,4,13.648,13.586,1.0676
1.3,10,5,12.112,11.94,2.5753
1.3,10,6,14.276,13.917,1.0755
1.3,10,7,11.834,11.805,2.5678
1.3,10,8,13.555,13.585,1.0676
1.4,10,1,11.807,11.936,2.0621
1.4,10,2,13.648,13.91,0.86146
1.4,10,3,11.807,11.805,2.0559
1.4,10,4,13.648,13.586,0.85501
1.4,10,5,12.112,11.939,2.0625
1.4,10,6,14.276,13.917,0.86137
1.4,10,7,11.834,11.805,2.0564
1.4,10,8,13.555,13.585,0.85505
1.5,10,1,11.807,11.936,1.6769
1.5,10,2,13.648,13.91,0.70053
1.5,10,3,11.807,11.805,1.6718
1.5,10,4,13.648,13.586,0.69528
1.5,10,5,12.112,11.939,1.6772
1.5,10,6,14.276,13.917,0.70046
1.5,10,7,11.834,11.805,1.6722
1.5,10,8,13.555,13.585,0.69532
1.6,10,1,11.807,11.936,1.3819
1.6,10,2,13.648,13.911,0.57728
1.6,10,3,11.807,11.805,1.3777
1.6,10,4,13.648,13.586,0.57297
1.6,10,5,12.112,11.939,1.3821
1.6,10,6,14.276,13.916,0.57724
1.6,10,7,11.834,11.805,1.378
1.6,10,8,13.555,13.585,0.57299
1.7,10,1,11.807,11.936,1.1522
1.7,10,2,13.648,13.911,0.48132
1.7,10,3,11.807,11.805,1.1487
1.7,10,4,13.648,13.586,0.47773
1.7,10,5,12.112,11.939,1.1524
1.7,10,6,14.276,13.916,0.48129
1.7,10,7,11.834,11.805,1.1489
1.7,10,8,13.555,13.585,0.47774
1.8,10,1,11.807,11.936,0.97072
1.8,10,2,13.648,13.911,0.40549
1.8,10,3,11.807,11.805,0.96778
1.8,10,4,13.648,13.586,0.40247
1.8,10,5,12.112,11.939,0.97081
1.8,10,6,14.276,13.916,0.40547
1.8,10,7,11.834,11.805,0.96792
1.8,10,8,13.555,13.585,0.40248
1.9,10,1,11.807,11.937,0.82541
1.9,10,2,13.648,13.911,0.34479
1.9,10,3,11.807,11.805,0.82291
1.9,10,4,13.648,13.586,0.34222
1.9,10,5,12.112,11.939,0.82548
1.9,10,6,14.276,13.916,0.34477
1.9,10,7,11.834,11.805,0.82302
1.9,10,8,13.555,13.585,0.34223
2,10,1,11.807,11.937,0.7077
2,10,2,13.648,13.911,0.29562
2,10,3,11.807,11.805,0.70557
2,10,4,13.648,13.586,0.29342
2,10,5,12.112,11.939,0.70776
2,10,6,14.276,13.916,0.29561
2,10,7,11.834,11.805,0.70564
2,10,8,13.555,13.585,0.29343
2.1,10,1,11.807,11.937,0.61135
2.1,10,2,13.648,13.911,0.25537
2.1,10,3,11.807,11.805,0.60951
2.1,10,4,13.648,13.586,0.25347
2.1,10,5,12.112,11.939,0.61139
2.1,10,6,14.276,13.916,0.25536
2.1,10,7,11.834,11.805,0.60957
2.1,10,8,13.555,13.585,0.25348
2.2,10,1,11.807,11.937,0.53173
2.2,10,2,13.648,13.911,0.22211
2.2,10,3,11.807,11.805,0.53013
2.2,10,4,13.648,13.586,0.22046
2.2,10,5,12.112,11.939,0.53176
2.2,10,6,14.276,13.915,0.2221
2.2,10,7,11.834,11.805,0.53017
2.2,10,8,13.555,13.585,0.22046
2.3,10,1,11.807,11.937,0.46535
2.3,10,2,13.648,13.911,0.19438
2.3,10,3,11.807,11.805,0.46395
2.3,10,4,13.648,13.586,0.19294
2.3,10,5,12.112,11.939,0.46537
2.3,10,6,14.276,13.915,0.19438
2.3,10,7,11.834,11.805,0.46398
2.3,10,8,13.555,13.585,0.19294
2.4,10,1,11.807,11.937,0.40957
2.4,10,2,13.648,13.911,0.17108
2.4,10,3,11.807,11.805,0.40834
2.4,10,4,13.648,13.586,0.16981
2.4,10,5,12.112,11.939,0.40959
2.4,10,6,14.276,13.915,0.17108
2.4,10,7,11.834,11.805,0.40837
2.4,10,8,13.555,13.585,0.16981
2.5,10,1,11.807,11.937,0.36237
2.5,10,2,13.648,13.911,0.15136
2.5,10,3,11.807,11.805,0.36128
2.5,10,4,13.648,13.586,0.15024
2.5,10,5,12.112,11.939,0.36238
2.5,10,6,14.276,13.915,0.15136
2.5,10,7,11.834,11.805,0.3613
2.5,10,8,13.555,13.585,0.15024
2.6,10,1,11.807,11.937,0.32214
2.6,10,2,13.648,13.912,0.13456
2.6,10,3,11.807,11.805,0.32117
2.6,10,4,13.648,13.585,0.13356
2.6,10,5,12.112,11.939,0.32215
2.6,10,6,14.276,13.915,0.13456
2.6,10,7,11.834,11.805,0.32119
2.6,10,8,13.555,13.585,0.13356
2.7,10,1,11.807,11.937,0.28766
2.7,10,2,13.648,13.912,0.12016
2.7,10,3,11.807,11.805,0.28679
